NombreProceso,NombreGrupo,Fecha,total_ejecucionesFecha,total_mipsFecha
*FILE/TRANSFER,FTP,2024-12-02,54430,0.3462923998351272
*FILE/TRANSFER,OPERACION,2024-12-02,2,1.037491467688948e-05
*FILE/TRANSFER,MONITOREO,2024-12-02,3,1.3129039839985327e-05
*FILE/TRANSFER,FTP,2024-12-03,54984,0.3609324841864651
*FILE/TRANSFER,FTP,2024-10-19,55028,0.3595478947060307
*FILE/TRANSFER,FTP,2024-10-28,56408,0.3591758843793185
*FILE/TRANSFER,FTP,2024-10-25,53532,0.34298292724070767
*FILE/TRANSFER,MONITOREO,2024-10-27,2,8.058945789740696e-06
*FILE/TRANSFER,OPERACION,2024-10-28,2,8.997852095341554e-06
*FILE/TRANSFER,MONITOREO,2024-10-30,3,1.3786274253905928e-05
*FILE/TRANSFER,FTP,2024-11-02,54027,0.3556306837084313
*FILE/TRANSFER,MONITOREO,2024-11-03,2,8.59099269624785e-06
*FILE/TRANSFER,OPERACION,2024-11-08,2,1.1439008489903784e-05
*FILE/TRANSFER,FTP,2024-11-08,55771,0.359332259224518
*FILE/TRANSFER,MONITOREO,2024-11-10,2,8.716180203661295e-06
*FILE/TRANSFER,MONITOREO,2024-11-09,4,1.81678370133766e-05
*FILE/TRANSFER,FTP,2024-11-09,53657,0.34589752713986666
*FILE/TRANSFER,OPERACION,2024-11-14,8,3.580362712024604e-05
*FILE/TRANSFER,OPERACION,2024-11-15,2,1.106344596766344e-05
*FILE/TRANSFER,OPERACION,2024-11-20,2,9.420359932861939e-06
*FILE/TRANSFER,MONITOREO,2024-11-20,3,1.367673518491916e-05
*FILE/TRANSFER,MONITOREO,2024-11-21,3,1.4255727406706356e-05
*FILE/TRANSFER,MONITOREO,2024-11-23,4,1.7964407313829745e-05
*FILE/TRANSFER,FTP,2024-11-23,53245,0.3428715729528486
*FILE/TRANSFER,MONITOREO,2024-11-06,3,1.3614141431212437e-05
*FILE/TRANSFER,OPERACION,2024-10-17,8,3.816654132267487e-05
*FILE/TRANSFER,MONITOREO,2024-09-21,2,9.482953686568663e-06
*FILE/TRANSFER,MONITOREO,2024-09-14,2,9.670734947688835e-06
*FILE/TRANSFER,FTP,2024-09-08,54566,0.30952894444710294
*FILE/TRANSFER,MONITOREO,2024-09-09,2,9.185633356461725e-06
*FILE/TRANSFER,MONITOREO,2024-08-15,2,9.216930233315088e-06
*FILE/TRANSFER,OPERACION,2024-08-05,2,1.0406211553742841e-05
*FILE/TRANSFER,FTP,2024-07-23,56263,0.37337598158741625
*FILE/TRANSFER,OPERACION,2024-07-25,8,3.749365847032759e-05
*FILE/TRANSFER,FTP,2024-07-20,54072,0.34170261895395415
*FILE/TRANSFER,OPERACION,2024-07-07,4,1.4553047736813295e-05
*FILE/TRANSFER,MONITOREO,2024-06-28,2,9.420359932861939e-06
*FILE/TRANSFER,MONITOREO,2024-06-24,2,9.342117740728533e-06
*FILE/TRANSFER,MONITOREO,2024-06-04,2,9.968055277795774e-06
*FILE/TRANSFER,MONITOREO,2024-06-01,2,9.702031824542197e-06
*FILE/TRANSFER,FTP,2024-05-27,57035,0.37049499453400075
*FILE/TRANSFER,FTP,2024-05-24,53382,0.3423846717912188
*FILE/TRANSFER,MONITOREO,2024-04-27,2,1.6649938485988544e-05
*FILE/TRANSFER,MONITOREO,2024-04-10,2,9.576844317128749e-06
*FILE/TRANSFER,MONITOREO,2024-03-31,2,8.371914558274315e-06
*FILE/TRANSFER,OPERACION,2024-03-22,4,2.5757329650316864e-05
*FILE/TRANSFER,OPERACION,2024-03-21,8,3.7352822524487456e-05
*FILE/TRANSFER,MONITOREO,2024-03-08,2,9.107391164328321e-06
*FILE/TRANSFER,FTP,2024-03-04,55435,0.3439160279756524
*FILE/TRANSFER,MONITOREO,2024-01-13,2,8.215430174007504e-06
*FILE/TRANSFER,MONITOREO,2024-01-10,2,7.824219213340482e-06
*FILE/TRANSFER,MONITOREO,2024-01-31,2,8.434508311981039e-06
*FILE/TRANSFER,OPERACION,2024-08-20,6,2.7775978207358707e-05
*FILE/TRANSFER,FTP,2024-02-26,57022,0.3523596280303595
*FILE/TRANSFER,MONITOREO,2024-02-07,2,8.090242666594058e-06
*FILE/TRANSFER,MONITOREO,2024-01-08,2,7.730328582780395e-06
*FILE/TRANSFER,FTP,2024-08-13,56752,0.3685106942993077
*FILE/TRANSFER,FTP,2024-08-12,57274,0.3586419127148918
*FILE/TRANSFER,OPERACION,2024-08-12,2,9.780274016675603e-06
*FILE/TRANSFER,MONITOREO,2024-08-12,19,8.614465353887869e-05
*FILE/TRANSFER,FTP,2024-07-01,39962,0.20493440644064853
*FILE/TRANSFER,OPERACION,2024-08-16,4,2.2033001304766795e-05
*FILE/TRANSFER,MONITOREO,2024-09-28,2,9.29517242544849e-06
*FILE/TRANSFER,MONITOREO,2024-09-27,2,9.138688041181683e-06
*FILE/TRANSFER,OPERACION,2024-09-27,4,2.325357950204791e-05
*FILE/TRANSFER,MONITOREO,2024-10-21,2,8.700531765234614e-06
*FILE/TRANSFER,FTP,2024-10-30,56488,0.3654555088293137
*FILE/TRANSFER,OPERACION,2024-10-30,2,1.106344596766344e-05
*FILE/TRANSFER,FTP,2024-07-22,56128,0.3550979169737654
*FILE/TRANSFER,FTP,2024-07-03,57342,0.37424605041238024
*FILE/TRANSFER,OPERACION,2024-07-03,2,1.0061945908355858e-05
*FILE/TRANSFER,FTP,2024-08-09,57418,0.37045588908637145
*FILE/TRANSFER,OPERACION,2024-08-09,8,3.8698588229182026e-05
*FILE/TRANSFER,FTP,2024-09-04,55394,0.36427458377500127
*FILE/TRANSFER,MONITOREO,2024-09-04,2,9.858516208809006e-06
*FILE/TRANSFER,MONITOREO,2024-09-06,2,9.702031824542197e-06
*FILE/TRANSFER,MONITOREO,2024-09-05,2,9.608141193982111e-06
*FILE/TRANSFER,OPERACION,2024-09-05,6,3.0264079917200984e-05
*FILE/TRANSFER,MONITOREO,2024-07-07,2,9.310820863875173e-06
*FILE/TRANSFER,MONITOREO,2024-07-06,2,9.655086509262154e-06
*FILE/TRANSFER,FTP,2024-09-15,54733,0.31122867782901736
*FILE/TRANSFER,MONITOREO,2024-09-15,2,7.824219213340482e-06
*FILE/TRANSFER,FTP,2024-09-14,55767,0.363794442738759
*FILE/TRANSFER,FTP,2024-07-28,54604,0.30727373844637246
*FILE/TRANSFER,FTP,2024-11-04,51469,0.3001676260724344
*FILE/TRANSFER,OPERACION,2024-06-24,2,1.1673735066304e-05
*FILE/TRANSFER,FTP,2024-09-22,48431,0.2657432679635154
*FILE/TRANSFER,MONITOREO,2024-07-01,2,8.622289573101212e-06
*FILE/TRANSFER,FTP,2024-06-30,54868,0.3125210980071144
*FILE/TRANSFER,MONITOREO,2024-07-14,2,8.30932080456759e-06
*FILE/TRANSFER,MONITOREO,2024-05-23,2,9.936758400942412e-06
*FILE/TRANSFER,OPERACION,2024-05-23,8,3.7587549100887675e-05
*FILE/TRANSFER,MONITOREO,2024-08-27,1,5.163984680804717e-06
*FILE/TRANSFER,FTP,2024-08-26,17990,0.09562233370169775
*FILE/TRANSFER,OPERACION,2024-11-06,2,8.966555218488191e-06
*FILE/TRANSFER,FTP,2024-11-05,56990,0.36934956013803405
*FILE/TRANSFER,OPERACION,2024-11-05,8,3.9950463303316497e-05
*FILE/TRANSFER,MONITOREO,2024-11-05,3,1.381757113075929e-05
*FILE/TRANSFER,OPERACION,2024-11-19,8,3.713374438651392e-05
*FILE/TRANSFER,FTP,2024-11-18,55759,0.35796710510460716
*FILE/TRANSFER,OPERACION,2024-11-18,2,9.968055277795772e-06
*FILE/TRANSFER,FTP,2024-11-24,52775,0.30060557891868517
*FILE/TRANSFER,FTP,2024-05-28,58259,0.38372102339535186
*FILE/TRANSFER,FTP,2024-07-26,53526,0.3406888192220419
*FILE/TRANSFER,OPERACION,2024-07-26,2,1.151725068203719e-05
*FILE/TRANSFER,MONITOREO,2024-09-03,5,2.34257123247414e-05
*FILE/TRANSFER,FTP,2024-09-02,55699,0.3581845401565487
*FILE/TRANSFER,MONITOREO,2024-09-02,23,0.00011135428784426172
*FILE/TRANSFER,OPERACION,2024-09-02,2,1.1501602243610507e-05
*FILE/TRANSFER,FTP,2024-06-29,56738,0.3745454989301169
*FILE/TRANSFER,MONITOREO,2024-06-29,2,9.326469302301854e-06
*FILE/TRANSFER,FTP,2024-11-11,54064,0.3137982922546218
*FILE/TRANSFER,MONITOREO,2024-11-11,3,1.2424860110784683e-05
*FILE/TRANSFER,FTP,2024-08-07,51379,0.31087577424561214
*FILE/TRANSFER,FTP,2024-08-05,57638,0.3584492647894211
*FILE/TRANSFER,MONITOREO,2024-08-05,2,8.700531765234617e-06
*FILE/TRANSFER,MONITOREO,2024-11-04,3,1.3144688278412008e-05
*FILE/TRANSFER,FTP,2024-11-03,51367,0.28128820761846396
*FILE/TRANSFER,FTP,2024-05-20,59465,0.37195993874574756
*FILE/TRANSFER,MONITOREO,2024-05-20,2,9.185633356461725e-06
*FILE/TRANSFER,OPERACION,2024-05-20,2,1.0953906898676675e-05
*FILE/TRANSFER,MONITOREO,2024-05-12,2,9.404711494435258e-06
*FILE/TRANSFER,FTP,2024-05-11,59149,0.38215243957589895
*FILE/TRANSFER,FTP,2024-05-13,52423,0.3118087967383636
*FILE/TRANSFER,FTP,2024-05-10,56471,0.35976567402362253
*FILE/TRANSFER,MONITOREO,2024-05-11,2,9.655086509262154e-06
*FILE/TRANSFER,MONITOREO,2024-05-10,2,9.874164647235686e-06
*FILE/TRANSFER,FTP,2024-05-12,54699,0.33102282575119246
*FILE/TRANSFER,FTP,2024-07-10,56576,0.37907282689353067
*FILE/TRANSFER,FTP,2024-06-23,53666,0.3000507791827007
*FILE/TRANSFER,MONITOREO,2024-08-10,2,9.623789632408792e-06
*FILE/TRANSFER,MONITOREO,2024-06-20,2,9.827219331955646e-06
*FILE/TRANSFER,FTP,2024-06-20,58001,0.3808994534626376
*FILE/TRANSFER,FTP,2024-06-21,56612,0.36997036498730684
*FILE/TRANSFER,MONITOREO,2024-10-28,3,1.33168211011055e-05
*FILE/TRANSFER,FTP,2024-10-29,55433,0.3588383788593251
*FILE/TRANSFER,MONITOREO,2024-06-26,2,8.857016149501424e-06
*FILE/TRANSFER,FTP,2024-06-26,59320,0.3822885966386532
*FILE/TRANSFER,MONITOREO,2024-09-01,2,8.794422395794702e-06
*FILE/TRANSFER,FTP,2024-09-01,40981,0.2184276949818848
*FILE/TRANSFER,OPERACION,2024-09-24,8,4.010694768758331e-05
*FILE/TRANSFER,FTP,2024-09-24,56325,0.37126665032969014
*FILE/TRANSFER,OPERACION,2024-06-27,6,3.1218634661228524e-05
*FILE/TRANSFER,FTP,2024-06-27,58268,0.3804477612874461
*FILE/TRANSFER,FTP,2024-09-10,56408,0.3684529515615005
*FILE/TRANSFER,OPERACION,2024-09-10,8,3.918368982040913e-05
*FILE/TRANSFER,OPERACION,2024-09-11,2,1.0656586568569735e-05
*FILE/TRANSFER,MONITOREO,2024-09-11,2,9.107391164328321e-06
*FILE/TRANSFER,FTP,2024-08-02,57896,0.3791970129008843
*FILE/TRANSFER,FTP,2024-09-29,53924,0.29887539367559696
*FILE/TRANSFER,FTP,2024-10-27,53321,0.29650149426939537
*FILE/TRANSFER,FTP,2024-11-13,55273,0.35676302036142676
*FILE/TRANSFER,OPERACION,2024-11-13,2,1.1939758519557574e-05
*FILE/TRANSFER,FTP,2024-11-14,55629,0.35528771688344446
*FILE/TRANSFER,MONITOREO,2024-06-13,2,9.216930233315088e-06
*FILE/TRANSFER,MONITOREO,2024-06-10,2,8.60664113467453e-06
*FILE/TRANSFER,OPERACION,2024-08-15,8,3.81352444458215e-05
*FILE/TRANSFER,FTP,2024-08-15,55484,0.3655574271087942
*FILE/TRANSFER,FTP,2024-08-16,57070,0.3740944483409059
*FILE/TRANSFER,MONITOREO,2024-07-05,2,8.966555218488191e-06
*FILE/TRANSFER,FTP,2024-07-05,56007,0.3658409455162081
*FILE/TRANSFER,OPERACION,2024-05-24,2,1.0030649031502496e-05
*FILE/TRANSFER,MONITOREO,2024-05-24,2,9.498602124995344e-06
*FILE/TRANSFER,FTP,2024-10-10,55102,0.35856039999911804
*FILE/TRANSFER,OPERACION,2024-10-10,8,3.729022877078073e-05
*FILE/TRANSFER,MONITOREO,2024-10-10,2,8.903961464781467e-06
*FILE/TRANSFER,FTP,2024-10-11,56923,0.3710456317853519
*FILE/TRANSFER,FTP,2024-06-01,47350,0.27635650835767783
*FILE/TRANSFER,MONITOREO,2024-11-08,3,1.3786274253905928e-05
*FILE/TRANSFER,MONITOREO,2024-10-18,2,9.811570893528963e-06
*FILE/TRANSFER,OPERACION,2024-10-18,2,9.295172425448492e-06
*FILE/TRANSFER,MONITOREO,2024-11-01,3,1.3191633593692052e-05
*FILE/TRANSFER,MONITOREO,2024-10-17,2,9.43600837128862e-06
*FILE/TRANSFER,MONITOREO,2024-11-07,3,1.3974055515026099e-05
*FILE/TRANSFER,FTP,2024-11-07,56243,0.36630285612167335
*FILE/TRANSFER,MONITOREO,2024-11-17,2,8.841367711074743e-06
*FILE/TRANSFER,OPERACION,2024-06-21,2,1.0108891223635901e-05
*FILE/TRANSFER,FTP,2024-06-22,54404,0.363443651694554
*FILE/TRANSFER,FTP,2024-06-14,55836,0.3535412416159612
*FILE/TRANSFER,OPERACION,2024-05-09,8,3.708679907123388e-05
*FILE/TRANSFER,FTP,2024-05-09,55286,0.3514166687792046
*FILE/TRANSFER,MONITOREO,2024-05-08,2,9.29517242544849e-06
*FILE/TRANSFER,OPERACION,2024-05-08,2,9.044797410621597e-06
*FILE/TRANSFER,OPERACION,2024-05-07,8,3.556890054384583e-05
*FILE/TRANSFER,OPERACION,2024-05-06,2,1.0202781854195988e-05
*FILE/TRANSFER,MONITOREO,2024-05-06,2,9.529899001848706e-06
*FILE/TRANSFER,OPERACION,2024-04-23,10,4.713309654116306e-05
*FILE/TRANSFER,OPERACION,2024-04-19,2,9.717680262968879e-06
*FILE/TRANSFER,MONITOREO,2024-04-18,2,9.561195878702068e-06
*FILE/TRANSFER,OPERACION,2024-04-18,8,3.8072650692114784e-05
*FILE/TRANSFER,FTP,2024-04-17,56359,0.364154356822577
*FILE/TRANSFER,OPERACION,2024-04-17,2,1.1032149090810077e-05
*FILE/TRANSFER,MONITOREO,2024-04-16,2,9.73332870139556e-06
*FILE/TRANSFER,FTP,2024-04-15,55657,0.3468697333224423
*FILE/TRANSFER,MONITOREO,2024-04-15,2,9.154336479608364e-06
*FILE/TRANSFER,OPERACION,2024-04-15,2,1.1658086627877319e-05
*FILE/TRANSFER,FTP,2024-04-14,51456,0.2945036894323312
*FILE/TRANSFER,FTP,2024-04-13,54377,0.35717357279200185
*FILE/TRANSFER,FTP,2024-04-12,55894,0.3652320960738982
*FILE/TRANSFER,OPERACION,2024-04-11,8,3.8072650692114784e-05
*FILE/TRANSFER,FTP,2024-04-11,57850,0.3822585203399992
*FILE/TRANSFER,OPERACION,2024-04-10,2,9.639438070835473e-06
*FILE/TRANSFER,FTP,2024-04-10,56760,0.37350232707927694
*FILE/TRANSFER,OPERACION,2024-04-08,2,1.0687883445423097e-05
*FILE/TRANSFER,FTP,2024-04-08,56294,0.3586416466914315
*FILE/TRANSFER,MONITOREO,2024-04-07,2,8.434508311981039e-06
*FILE/TRANSFER,UNISYS_UNASSIGNED,2024-04-07,1,4.9918518581112265e-06
*FILE/TRANSFER,FTP,2024-04-06,55595,0.36794566048459815
*FILE/TRANSFER,MONITOREO,2024-04-06,2,1.173632882001072e-05
*FILE/TRANSFER,FTP,2024-04-05,55962,0.3658374715628747
*FILE/TRANSFER,MONITOREO,2024-04-05,2,9.295172425448492e-06
*FILE/TRANSFER,FTP,2024-04-04,55677,0.3621248482492659
*FILE/TRANSFER,OPERACION,2024-04-04,8,3.613224432720634e-05
*FILE/TRANSFER,FTP,2024-04-03,56895,0.3699384578213586
*FILE/TRANSFER,MONITOREO,2024-04-03,2,9.623789632408792e-06
*FILE/TRANSFER,FTP,2024-04-02,56457,0.37485115987790524
*FILE/TRANSFER,MONITOREO,2024-04-02,2,1.0155836538915945e-05
*FILE/TRANSFER,MONITOREO,2024-04-01,2,9.076094287474959e-06
*FILE/TRANSFER,OPERACION,2024-04-01,2,8.903961464781467e-06
*FILE/TRANSFER,UNISYS_UNASSIGNED,2024-03-30,1,6.478453508645919e-06
*FILE/TRANSFER,FTP,2024-03-30,57907,0.3763034132060962
*FILE/TRANSFER,FTP,2024-03-29,51404,0.30303377840622114
*FILE/TRANSFER,MONITOREO,2024-03-29,2,8.700531765234615e-06
*FILE/TRANSFER,OPERACION,2024-03-27,2,1.1110391282943484e-05
*FILE/TRANSFER,FTP,2024-03-26,58054,0.38199606473070263
*FILE/TRANSFER,FTP,2024-03-25,60758,0.36857884324865337
*FILE/TRANSFER,MONITOREO,2024-03-25,2,8.857016149501424e-06
*FILE/TRANSFER,MONITOREO,2024-08-03,2,8.919609903208148e-06
*FILE/TRANSFER,FTP,2024-08-03,54499,0.35800815095860106
*FILE/TRANSFER,MONITOREO,2024-08-04,2,8.278023927714229e-06
*FILE/TRANSFER,FTP,2024-03-23,56994,0.3794880738556232
*FILE/TRANSFER,MONITOREO,2024-03-23,2,9.889813085662367e-06
*FILE/TRANSFER,FTP,2024-03-22,57936,0.39098976998985535
*FILE/TRANSFER,MONITOREO,2024-03-21,2,9.263875548595128e-06
*FILE/TRANSFER,FTP,2024-03-20,57166,0.36975332114632853
*FILE/TRANSFER,MONITOREO,2024-03-20,2,9.216930233315087e-06
*FILE/TRANSFER,FTP,2024-03-19,55888,0.35474792399992366
*FILE/TRANSFER,OPERACION,2024-03-18,2,1.1955406957984255e-05
*FILE/TRANSFER,FTP,2024-03-17,53448,0.29961667585230656
*FILE/TRANSFER,MONITOREO,2024-03-15,2,9.404711494435258e-06
*FILE/TRANSFER,FTP,2024-03-15,55989,0.3668569203810659
*FILE/TRANSFER,OPERACION,2024-03-15,10,4.8729237260684515e-05
*FILE/TRANSFER,FTP,2024-03-16,54481,0.36398552582039095
*FILE/TRANSFER,OPERACION,2024-03-14,8,4.098326023947744e-05
*FILE/TRANSFER,MONITOREO,2024-03-14,2,9.326469302301854e-06
*FILE/TRANSFER,OPERACION,2024-03-13,4,1.8637290166177027e-05
*FILE/TRANSFER,FTP,2024-03-13,58576,0.3901874589032868
*FILE/TRANSFER,MONITOREO,2024-03-12,2,9.404711494435258e-06
*FILE/TRANSFER,OPERACION,2024-03-12,12,5.4049706325756046e-05
*FILE/TRANSFER,UNISYS_UNASSIGNED,2024-03-11,1,4.9918518581112265e-06
*FILE/TRANSFER,FTP,2024-03-11,59045,0.370036745663113
*FILE/TRANSFER,OPERACION,2024-03-11,4,2.1547899713539682e-05
*FILE/TRANSFER,MONITOREO,2024-03-11,2,9.26387554859513e-06
*FILE/TRANSFER,FTP,2024-03-10,51358,0.27687093512251304
*FILE/TRANSFER,MONITOREO,2024-05-21,2,9.232578671741768e-06
*FILE/TRANSFER,MONITOREO,2024-03-10,2,8.825719272648062e-06
*FILE/TRANSFER,MONITOREO,2024-03-09,2,9.389063056008576e-06
*FILE/TRANSFER,FTP,2024-03-09,54147,0.3521519263071225
*FILE/TRANSFER,OPERACION,2024-03-07,10,4.672623714206936e-05
*FILE/TRANSFER,FTP,2024-03-07,56678,0.36503149874170954
*FILE/TRANSFER,FTP,2024-03-06,56243,0.35901766301839083
*FILE/TRANSFER,OPERACION,2024-03-06,2,1.073482876070314e-05
*FILE/TRANSFER,MONITOREO,2024-03-06,2,9.310820863875173e-06
*FILE/TRANSFER,MONITOREO,2024-03-05,2,9.310820863875173e-06
*FILE/TRANSFER,FTP,2024-03-05,55715,0.35076724293606387
*FILE/TRANSFER,OPERACION,2024-03-04,2,1.2440508549211365e-05
*FILE/TRANSFER,MONITOREO,2024-03-04,2,9.123039602755002e-06
*FILE/TRANSFER,FTP,2024-03-03,52491,0.2890340125068627
*FILE/TRANSFER,MONITOREO,2024-03-03,2,8.231078612434185e-06
*FILE/TRANSFER,FTP,2024-03-02,54406,0.35794896856447733
*FILE/TRANSFER,MONITOREO,2024-03-02,2,9.999352154649136e-06
*FILE/TRANSFER,OPERACION,2024-03-01,4,1.818348545180328e-05
*FILE/TRANSFER,FTP,2024-03-01,52352,0.3087683990426921
*FILE/TRANSFER,MONITOREO,2024-03-01,2,9.263875548595131e-06
*FILE/TRANSFER,FTP,2024-02-29,58599,0.3800246431608301
*FILE/TRANSFER,OPERACION,2024-02-29,12,5.311080002015518e-05
*FILE/TRANSFER,FTP,2024-02-28,57924,0.36511773728588065
*FILE/TRANSFER,MONITOREO,2024-02-28,2,8.919609903208148e-06
*FILE/TRANSFER,OPERACION,2024-02-27,12,5.87755347306137e-05
*FILE/TRANSFER,MONITOREO,2024-02-27,2,8.841367711074743e-06
*FILE/TRANSFER,MONITOREO,2024-02-26,2,9.373414617581895e-06
*FILE/TRANSFER,OPERACION,2024-02-26,2,9.310820863875173e-06
*FILE/TRANSFER,MONITOREO,2024-02-24,2,8.872664587928105e-06
*FILE/TRANSFER,FTP,2024-02-23,58735,0.38582087169939244
*FILE/TRANSFER,MONITOREO,2024-02-23,2,9.09174272590164e-06
*FILE/TRANSFER,FTP,2024-02-25,62330,0.35305240004795185
*FILE/TRANSFER,MONITOREO,2024-02-25,2,8.184133297154142e-06
*FILE/TRANSFER,UNISYS_UNASSIGNED,2024-02-25,1,4.944906542831184e-06
*FILE/TRANSFER,MONITOREO,2024-02-22,2,9.24822711016845e-06
*FILE/TRANSFER,OPERACION,2024-02-22,8,4.045121333297029e-05
*FILE/TRANSFER,MONITOREO,2024-02-21,2,9.169984918035043e-06
*FILE/TRANSFER,OPERACION,2024-02-21,4,2.4521103014609068e-05
